record_id,company_ticker,company_name,isin,shareholder_name,ownership_pct,shares_held,filing_type,filing_date,source,currency,has_error,error_type
REC00189,PG,Procter & Gamble,US7427181091,Vanguard Group,2.817,132806943,13F Filing,2025-11-08,SEC EDGAR,USD,False,
REC00190,PG,Procter & Gamble,,Invesco Ltd.,2.9504,67349728,Exchange Notification,2024-09-16,SEBI Submission,USD,True,NULL_ISIN
REC00191,V,Visa Inc.,US92826C8394,Legal & General Group,7.3512,141546919,Quarterly Report,2025-05-24,SEBI Submission,USD,False,
REC00192,XOM,Exxon Mobil,US30231G1022,Fidelity Investments,4.0125,45135145,Exchange Notification,2024-04-29,TSX Filing,USD,False,
REC00193,WMT,Walmart Inc.,US9311421039,Norges Bank Investment,3.2433,68145082,13F Filing,2024-09-19,SEC EDGAR,USD,False,
REC00194,JNJ,Johnson & Johnson,US4781601046,,5.5462,194580655,Quarterly Report,2024-06-07,SEBI Submission,USD,True,MISSING_SHAREHOLDER
REC00195,MSFT,Microsoft Corp.,US5949181045,Geode Capital Management,4.0361,175562226,13F Filing,2024-07-06,LSE Filing,USD,False,
REC00196,META,Meta Platforms,US30303M1027,State Street Corp.,5.2655,159722403,13F Filing,2024-05-27,TSX Filing,USD,False,
REC00197,MSFT,Microsoft Corp.,US5949181045,Capital Group,123.5846,24274967,Annual Report,2025-12-13,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00198,PG,Procter & Gamble,US7427181091,Norges Bank Investment,1.5175,151399264,Quarterly Report,2024-07-29,LSE Filing,USD,False,
REC00199,PG,Procter & Gamble,US7427181091,UBS Group AG,5.4119,246082238,Quarterly Report,2025-06-09,SEC EDGAR,USD,False,
REC00200,UNH,UnitedHealth Group,US91324P1021,Goldman Sachs Group,2.1295,77244993,13F Filing,2025-12-11,SEBI Submission,USD,False,
REC00201,V,Visa Inc.,US92826C8394,Goldman Sachs Group,0.9541,39170513,Quarterly Report,2025-12-19,LSE Filing,USD,False,
REC00202,META,Meta Platforms,,Amundi Asset Management,7.7832,21389133,Exchange Notification,2025-11-14,ASX Notification,USD,True,NULL_ISIN
REC00203,AMZN,Amazon.com Inc.,US0231351067,State Street Corp.,6.7236,163840830,Exchange Notification,2025-07-27,SEBI Submission,USD,False,
REC00204,XOM,Exxon Mobil,,Capital Group,6.4148,108884035,Exchange Notification,2025-11-09,ASX Notification,USD,True,NULL_ISIN
REC00204,TSLA,Tesla Inc.,US88160R1014,T. Rowe Price,1.3244,109600642,Annual Report,2025-03-21,LSE Filing,USD,True,DUPLICATE_FILING
REC00204,NVDA,NVIDIA Corp.,US67066G1040,Morgan Stanley,0.6184,38460110,Quarterly Report,2024-09-30,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00207,UNH,UnitedHealth Group,US91324P1021,State Street Corp.,4.0718,202999048,Annual Report,2024-12-15,ASX Notification,USD,False,
REC00208,AMZN,Amazon.com Inc.,US0231351067,Amundi Asset Management,0.8252,301095310,13F Filing,2024-12-08,SEC EDGAR,USD,False,
REC00209,AAPL,Apple Inc.,US0378331005,Dimensional Fund Advisors,6.8547,54113475,Quarterly Report,2024-03-23,TSX Filing,USD,False,
REC00210,MSFT,Microsoft Corp.,US5949181045,State Street Corp.,2.9158,24864625,13F Filing,2024-06-21,ASX Notification,USD,False,
REC00211,V,Visa Inc.,US92826C8394,Morgan Stanley,3.3568,112885442,Quarterly Report,1995-01-01,ASX Notification,USD,True,STALE_DATE
REC00212,BRK,Berkshire Hathaway,US0846701086,Fidelity Investments,6.4482,51770585,Exchange Notification,2025-01-06,TSX Filing,USD,False,
REC00213,PG,Procter & Gamble,US7427181091,Geode Capital Management,3.6036,181892817,Quarterly Report,2025-12-15,SEBI Submission,USD,False,
REC00214,BRK,Berkshire Hathaway,US0846701086,Morgan Stanley,5.4883,54754269,Quarterly Report,2026-01-13,SEC EDGAR,USD,False,
REC00215,WMT,Walmart Inc.,US9311421039,State Street Corp.,1.1992,51088534,13F Filing,1995-01-01,ASX Notification,USD,True,STALE_DATE
REC00216,AAPL,Apple Inc.,US0378331005,Franklin Templeton,7.6747,182740770,Annual Report,2025-01-26,SEBI Submission,USD,False,
REC00217,WMT,Walmart Inc.,US9311421039,UBS Group AG,7.0107,132063999,13F Filing,2025-03-27,SEC EDGAR,USD,False,
REC00218,NVDA,NVIDIA Corp.,US67066G1040,Legal & General Group,2.0955,106509749,Annual Report,2025-03-29,ASX Notification,USD,False,
REC00219,JPM,JPMorgan Chase,US46625H1005,Fidelity Investments,6.2195,214672343,Quarterly Report,2024-08-25,ASX Notification,USD,False,
REC00220,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,0.6969,340734051,13F Filing,1995-01-01,LSE Filing,USD,True,STALE_DATE
REC00221,TSLA,Tesla Inc.,US88160R1014,Invesco Ltd.,7.4115,55734401,Exchange Notification,2024-08-20,TSX Filing,USD,False,
REC00222,MSFT,Microsoft Corp.,US5949181045,Capital Group,6.0573,108580265,Exchange Notification,2025-03-02,TSX Filing,USD,False,
REC00223,JNJ,Johnson & Johnson,US4781601046,Morgan Stanley,117.5421,67902185,Annual Report,2026-01-28,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00224,GOOGL,Alphabet Inc.,US02079K3059,Amundi Asset Management,0.8732,32279069,Quarterly Report,2024-11-10,ASX Notification,USD,False,
REC00225,JNJ,Johnson & Johnson,US4781601046,UBS Group AG,2.5488,91743568,13F Filing,2025-01-06,SEC EDGAR,USD,False,
REC00226,TSLA,Tesla Inc.,US88160R1014,Franklin Templeton,4.1497,65770392,Exchange Notification,2025-02-11,ASX Notification,USD,False,
REC00227,AAPL,Apple Inc.,US0378331005,BlackRock Inc.,2.0332,326043772,Exchange Notification,2025-07-04,SEBI Submission,USD,False,
REC00228,JPM,JPMorgan Chase,US46625H1005,Fidelity Investments,0.558,107076533,Exchange Notification,2025-02-26,ASX Notification,USD,False,
REC00229,UNH,UnitedHealth Group,US91324P1021,Geode Capital Management,4.252,301232717,13F Filing,2026-01-08,TSX Filing,USD,False,
REC00230,WMT,Walmart Inc.,US9311421039,Vanguard Group,3.7716,52684890,13F Filing,2024-08-10,TSX Filing,USD,False,
REC00231,NVDA,NVIDIA Corp.,US67066G1040,JPMorgan Asset Mgmt,5.8212,54296797,Quarterly Report,2026-03-01,SEBI Submission,USD,False,
REC00232,GOOGL,Alphabet Inc.,US02079K3059,Amundi Asset Management,-35.0162,144873055,Annual Report,2024-12-30,SEC EDGAR,USD,True,NEGATIVE_OWNERSHIP
REC00233,AMZN,Amazon.com Inc.,US0231351067,UBS Group AG,4.9165,119593777,13F Filing,2025-04-09,LSE Filing,USD,False,
REC00234,JPM,JPMorgan Chase,US46625H1005,,1.0728,172117121,Exchange Notification,2025-03-30,SEBI Submission,USD,True,MISSING_SHAREHOLDER
REC00235,UNH,UnitedHealth Group,US91324P1021,Capital Group,2.272,29525595,Exchange Notification,2024-07-14,LSE Filing,USD,False,
REC00236,XOM,Exxon Mobil,US30231G1022,State Street Corp.,1.8286,196586010,Quarterly Report,2024-08-22,ASX Notification,USD,False,
REC00237,JNJ,Johnson & Johnson,US4781601046,Franklin Templeton,5.3224,188641205,13F Filing,2025-10-19,TSX Filing,USD,False,
REC00238,MSFT,Microsoft Corp.,US5949181045,Dimensional Fund Advisors,3.8166,60403226,Annual Report,2025-03-27,ASX Notification,USD,False,
REC00239,MSFT,Microsoft Corp.,US5949181045,Invesco Ltd.,144.3437,20206062,13F Filing,2026-01-03,SEC EDGAR,USD,True,OWNERSHIP_EXCEEDS_100
REC00240,NVDA,NVIDIA Corp.,US67066G1040,Amundi Asset Management,4.303,134228003,Annual Report,2024-12-17,ASX Notification,USD,False,
REC00241,META,Meta Platforms,US30303M1027,Wellington Management,2.9115,67025444,Annual Report,2024-12-16,SEC EDGAR,USD,False,
REC00242,XOM,Exxon Mobil,US30231G1022,Morgan Stanley,7.8679,42751758,Exchange Notification,2026-02-10,LSE Filing,USD,False,
REC00243,UNH,UnitedHealth Group,US91324P1021,Bank of America Corp.,7.9324,160344484,Exchange Notification,2025-03-15,SEBI Submission,USD,False,
REC00244,PG,Procter & Gamble,US7427181091,Invesco Ltd.,3.4056,247030435,Annual Report,2024-06-14,SEBI Submission,USD,False,
REC00245,MSFT,Microsoft Corp.,US5949181045,Morgan Stanley,1.2088,124072623,13F Filing,2024-05-19,ASX Notification,USD,False,
REC00246,WMT,Walmart Inc.,US9311421039,Capital Group,3.0002,78290636,13F Filing,2025-05-09,TSX Filing,USD,False,
REC00247,GOOGL,Alphabet Inc.,US02079K3059,Amundi Asset Management,5.8163,38609615,Quarterly Report,2024-06-02,SEBI Submission,USD,False,
REC00248,WMT,Walmart Inc.,,Capital Group,5.5259,280309311,Annual Report,2024-05-30,TSX Filing,USD,True,NULL_ISIN
REC00249,V,Visa Inc.,US92826C8394,Goldman Sachs Group,0.6367,54075319,13F Filing,2024-11-10,LSE Filing,USD,False,
REC00250,AMZN,Amazon.com Inc.,US0231351067,Capital Group,1.6621,119202278,Annual Report,2024-10-19,ASX Notification,USD,False,
REC00251,WMT,Walmart Inc.,US9311421039,Legal & General Group,0.7831,129842245,Exchange Notification,2024-07-19,TSX Filing,USD,False,
REC00252,GOOGL,Alphabet Inc.,US02079K3059,T. Rowe Price,1.8563,209809954,Exchange Notification,2024-12-29,SEC EDGAR,USD,False,
REC00253,BRK,Berkshire Hathaway,US0846701086,Goldman Sachs Group,5.5727,66341205,13F Filing,2024-12-18,LSE Filing,USD,False,
REC00254,V,Visa Inc.,US92826C8394,Geode Capital Management,2.821,197886121,Exchange Notification,2025-03-11,ASX Notification,USD,False,
REC00255,JNJ,Johnson & Johnson,US4781601046,Bank of America Corp.,6.2708,200213356,Quarterly Report,2025-10-08,LSE Filing,USD,False,
REC00256,XOM,Exxon Mobil,US30231G1022,Amundi Asset Management,1.538,89154674,Quarterly Report,2025-03-07,ASX Notification,USD,False,
REC00257,PG,Procter & Gamble,US7427181091,Fidelity Investments,5.8355,67090344,13F Filing,2025-12-27,LSE Filing,USD,False,
REC00258,TSLA,Tesla Inc.,US88160R1014,Bank of America Corp.,7.2898,46210140,Annual Report,2025-08-07,TSX Filing,USD,False,
REC00259,PG,Procter & Gamble,US7427181091,Goldman Sachs Group,7.4785,97616191,13F Filing,2025-07-24,TSX Filing,USD,False,
REC00259,MSFT,Microsoft Corp.,US5949181045,Goldman Sachs Group,2.184,41200595,13F Filing,2025-10-24,LSE Filing,USD,True,DUPLICATE_FILING
REC00261,AAPL,Apple Inc.,US0378331005,Invesco Ltd.,7.3805,184767446,Exchange Notification,2024-03-30,TSX Filing,USD,False,
REC00262,JNJ,Johnson & Johnson,US4781601046,Amundi Asset Management,0.5394,22969140,Exchange Notification,2025-10-20,ASX Notification,USD,False,
REC00263,UNH,UnitedHealth Group,US91324P1021,Amundi Asset Management,4.4583,29844535,Exchange Notification,2025-05-18,SEC EDGAR,USD,False,
REC00264,AAPL,Apple Inc.,US0378331005,Geode Capital Management,3.6487,191257821,Annual Report,2025-11-29,TSX Filing,USD,False,
REC00265,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,0.6233,89013913,Exchange Notification,2025-05-28,TSX Filing,USD,False,
REC00266,AAPL,Apple Inc.,US0378331005,Amundi Asset Management,3.1461,86255040,Annual Report,2024-10-02,SEBI Submission,USD,False,
REC00267,MSFT,Microsoft Corp.,US5949181045,Legal & General Group,4.5806,203473572,Annual Report,2025-02-16,TSX Filing,USD,False,
REC00268,AAPL,Apple Inc.,US0378331005,JPMorgan Asset Mgmt,7.8578,25699664,13F Filing,2026-01-12,SEBI Submission,USD,False,
REC00269,AMZN,Amazon.com Inc.,US0231351067,Fidelity Investments,6.2863,146026964,Exchange Notification,2026-02-05,SEBI Submission,USD,False,
REC00270,V,Visa Inc.,US92826C8394,Morgan Stanley,6.6013,78807407,Quarterly Report,2024-04-09,TSX Filing,USD,False,
REC00271,META,Meta Platforms,US30303M1027,T. Rowe Price,6.5862,42178030,Quarterly Report,2026-02-13,SEBI Submission,USD,False,
REC00272,AMZN,Amazon.com Inc.,US0231351067,Vanguard Group,6.4333,168261565,13F Filing,2024-10-11,TSX Filing,USD,False,
REC00273,WMT,Walmart Inc.,US9311421039,Norges Bank Investment,4.0505,29269722,Exchange Notification,2025-06-03,SEBI Submission,USD,False,
REC00274,WMT,Walmart Inc.,US9311421039,Vanguard Group,6.9935,45876352,13F Filing,2024-12-30,TSX Filing,USD,False,
REC00275,UNH,UnitedHealth Group,US91324P1021,Bank of America Corp.,7.2098,61277749,Quarterly Report,2024-04-13,TSX Filing,USD,False,
REC00276,JPM,JPMorgan Chase,US46625H1005,Legal & General Group,2.5004,31608296,Annual Report,2025-01-06,ASX Notification,USD,False,
REC00277,WMT,Walmart Inc.,US9311421039,T. Rowe Price,4.5911,39095009,13F Filing,2024-05-15,SEBI Submission,USD,False,
REC00278,TSLA,Tesla Inc.,US88160R1014,Bank of America Corp.,5.0197,146449509,Quarterly Report,2025-03-28,TSX Filing,USD,False,
REC00279,AAPL,Apple Inc.,US0378331005,Goldman Sachs Group,5.1114,140945336,Annual Report,2026-01-05,TSX Filing,USD,False,
REC00280,JPM,JPMorgan Chase,US46625H1005,Legal & General Group,6.5082,63439768,Exchange Notification,2024-07-08,TSX Filing,USD,False,
REC00281,AAPL,Apple Inc.,US0378331005,Capital Group,1.0043,163122382,13F Filing,2025-02-23,ASX Notification,USD,False,
REC00282,AAPL,Apple Inc.,US0378331005,Amundi Asset Management,1.6508,100474556,13F Filing,2024-12-23,SEC EDGAR,USD,False,
REC00283,NVDA,NVIDIA Corp.,US67066G1040,Capital Group,4.4709,132085675,13F Filing,2025-07-10,SEC EDGAR,USD,False,
REC00284,AAPL,Apple Inc.,US0378331005,T. Rowe Price,4.2428,116102521,Annual Report,2025-06-27,SEBI Submission,USD,False,
REC00284,UNH,UnitedHealth Group,US91324P1021,Bank of America Corp.,2.1093,202577102,Quarterly Report,2025-08-30,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00284,GOOGL,Alphabet Inc.,US02079K3059,State Street Corp.,3.8903,210812531,Annual Report,2024-04-23,SEBI Submission,USD,True,DUPLICATE_FILING
REC00287,META,Meta Platforms,US30303M1027,Goldman Sachs Group,5.8216,103927731,13F Filing,2025-10-12,LSE Filing,USD,False,
REC00288,XOM,Exxon Mobil,US30231G1022,Goldman Sachs Group,4.3157,26275247,Exchange Notification,2025-07-23,TSX Filing,USD,False,
REC00289,?????,Apple Inc.,US0378331005,Goldman Sachs Group,4.6552,145429664,Exchange Notification,2024-07-04,SEC EDGAR,USD,True,INVALID_TICKER
REC00290,MSFT,Microsoft Corp.,US5949181045,Invesco Ltd.,3.4862,179592423,Quarterly Report,2025-01-27,ASX Notification,USD,False,
REC00291,MSFT,Microsoft Corp.,US5949181045,,7.7928,155943529,Quarterly Report,2024-04-25,ASX Notification,USD,True,MISSING_SHAREHOLDER
REC00292,JPM,JPMorgan Chase,US46625H1005,Capital Group,7.0847,238065175,Exchange Notification,2025-11-10,TSX Filing,USD,False,
REC00293,V,Visa Inc.,US92826C8394,Vanguard Group,6.7354,101144753,Exchange Notification,2025-10-08,SEBI Submission,USD,False,
REC00294,PG,Procter & Gamble,US7427181091,Geode Capital Management,3.0952,366026077,13F Filing,2026-01-01,SEBI Submission,USD,False,
REC00295,AMZN,Amazon.com Inc.,US0231351067,Norges Bank Investment,2.5584,188776601,Annual Report,2024-10-24,LSE Filing,USD,False,
REC00296,NVDA,NVIDIA Corp.,,Franklin Templeton,1.6565,222793455,13F Filing,2024-08-22,SEC EDGAR,USD,True,NULL_ISIN
REC00297,WMT,Walmart Inc.,US9311421039,BlackRock Inc.,1.1092,328283190,13F Filing,2024-05-25,LSE Filing,USD,False,
REC00298,XOM,Exxon Mobil,,Franklin Templeton,3.6244,166132526,13F Filing,2024-06-03,SEBI Submission,USD,True,NULL_ISIN
REC00299,JNJ,Johnson & Johnson,US4781601046,Geode Capital Management,6.5352,128390736,Quarterly Report,2026-01-07,SEC EDGAR,USD,False,
REC00300,GOOGL,Alphabet Inc.,US02079K3059,Bank of America Corp.,3.6172,98034029,Exchange Notification,2025-05-06,SEBI Submission,USD,False,
REC00301,UNH,UnitedHealth Group,US91324P1021,Goldman Sachs Group,7.8153,38372914,Annual Report,2025-04-30,LSE Filing,USD,False,
REC00302,JNJ,Johnson & Johnson,US4781601046,Fidelity Investments,2.506,33404335,Annual Report,2025-05-29,TSX Filing,USD,False,
REC00303,WMT,Walmart Inc.,US9311421039,Amundi Asset Management,3.636,376387548,Exchange Notification,2025-04-21,ASX Notification,USD,False,
REC00304,UNH,UnitedHealth Group,US91324P1021,Morgan Stanley,1.9238,54423997,Quarterly Report,2024-10-28,SEBI Submission,USD,False,
REC00305,JNJ,Johnson & Johnson,US4781601046,BlackRock Inc.,1.1754,102230515,Exchange Notification,2025-08-14,ASX Notification,USD,False,
REC00306,JPM,JPMorgan Chase,US46625H1005,Vanguard Group,0.8791,201724704,Quarterly Report,2025-06-03,ASX Notification,USD,False,
REC00307,AAPL,Apple Inc.,US0378331005,Fidelity Investments,3.732,293607930,13F Filing,2025-02-03,SEBI Submission,USD,False,
REC00308,AAPL,Apple Inc.,US0378331005,JPMorgan Asset Mgmt,0.8837,120528737,13F Filing,2026-01-06,TSX Filing,USD,False,
REC00309,V,Visa Inc.,US92826C8394,Bank of America Corp.,6.233,95519831,Annual Report,1995-01-01,SEC EDGAR,USD,True,STALE_DATE
REC00310,BRK,Berkshire Hathaway,US0846701086,Goldman Sachs Group,6.4617,78216829,Exchange Notification,2025-08-31,ASX Notification,USD,False,
REC00311,V,Visa Inc.,US92826C8394,JPMorgan Asset Mgmt,4.2506,13340388,13F Filing,2024-11-22,ASX Notification,USD,False,
REC00312,JNJ,Johnson & Johnson,US4781601046,Capital Group,5.047,105166645,13F Filing,2025-10-07,TSX Filing,USD,False,
REC00313,NVDA,NVIDIA Corp.,US67066G1040,Invesco Ltd.,4.9529,137290903,Quarterly Report,2024-03-27,ASX Notification,USD,False,
REC00314,TSLA,Tesla Inc.,US88160R1014,Dimensional Fund Advisors,6.6181,127048129,Annual Report,2025-01-20,ASX Notification,USD,False,
REC00315,TSLA,Tesla Inc.,US88160R1014,BlackRock Inc.,4.9768,95068377,Exchange Notification,2026-01-29,ASX Notification,USD,False,
REC00316,JNJ,Johnson & Johnson,US4781601046,T. Rowe Price,4.4317,255671421,Quarterly Report,2025-10-22,LSE Filing,USD,False,
REC00317,AAPL,Apple Inc.,US0378331005,Franklin Templeton,7.6115,14319220,Quarterly Report,2025-05-05,TSX Filing,USD,False,
REC00318,GOOGL,Alphabet Inc.,US02079K3059,UBS Group AG,5.6788,154865704,Quarterly Report,2026-01-18,LSE Filing,USD,False,
REC00319,V,Visa Inc.,US92826C8394,Wellington Management,4.7067,243936978,Quarterly Report,2025-05-05,LSE Filing,USD,False,
REC00319,JNJ,Johnson & Johnson,US4781601046,Norges Bank Investment,3.0675,136252307,13F Filing,2024-07-06,TSX Filing,USD,True,DUPLICATE_FILING
REC00321,AMZN,Amazon.com Inc.,US0231351067,Geode Capital Management,2.5925,62395286,13F Filing,2024-03-31,LSE Filing,USD,False,
REC00321,UNH,UnitedHealth Group,US91324P1021,Dimensional Fund Advisors,2.8778,137611089,13F Filing,2025-06-01,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00323,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,3.3477,354474359,13F Filing,2025-10-24,SEBI Submission,USD,False,
REC00324,AAPL,Apple Inc.,US0378331005,Invesco Ltd.,7.6649,54292827,Quarterly Report,2024-05-20,SEBI Submission,USD,False,
REC00325,UNH,UnitedHealth Group,US91324P1021,Dimensional Fund Advisors,2.1049,145230522,13F Filing,2025-11-02,SEC EDGAR,USD,False,
REC00326,NVDA,NVIDIA Corp.,US67066G1040,Franklin Templeton,2.2946,43048285,Exchange Notification,2024-06-07,LSE Filing,USD,False,
REC00327,AAPL,Apple Inc.,US0378331005,Fidelity Investments,3.5998,84194674,Exchange Notification,2026-03-17,ASX Notification,USD,False,
REC00328,PG,Procter & Gamble,US7427181091,T. Rowe Price,3.5518,358560401,Quarterly Report,2024-11-19,LSE Filing,USD,False,
REC00329,XOM,Exxon Mobil,US30231G1022,Invesco Ltd.,2.9088,261843944,Annual Report,2024-05-24,ASX Notification,USD,False,
REC00330,AMZN,Amazon.com Inc.,US0231351067,Norges Bank Investment,6.0401,79792373,Exchange Notification,2025-01-19,LSE Filing,USD,False,
REC00331,PG,Procter & Gamble,US7427181091,Vanguard Group,7.9788,108763021,Exchange Notification,2025-05-30,SEC EDGAR,USD,False,
REC00332,AAPL,Apple Inc.,US0378331005,Invesco Ltd.,4.7597,31822912,13F Filing,2024-12-12,ASX Notification,USD,False,
REC00333,V,Visa Inc.,US92826C8394,Dimensional Fund Advisors,7.1694,47689403,Quarterly Report,2025-06-16,LSE Filing,USD,False,
REC00334,XOM,Exxon Mobil,US30231G1022,Fidelity Investments,2.9801,226433438,13F Filing,2025-09-13,SEC EDGAR,USD,False,
REC00335,UNH,UnitedHealth Group,US91324P1021,Morgan Stanley,6.4308,202349444,Exchange Notification,2025-09-24,ASX Notification,USD,False,
REC00336,WMT,Walmart Inc.,US9311421039,JPMorgan Asset Mgmt,-26.682,59905769,Quarterly Report,2024-05-06,SEC EDGAR,USD,True,NEGATIVE_OWNERSHIP
REC00337,GOOGL,Alphabet Inc.,US02079K3059,Capital Group,4.0809,77392523,13F Filing,2025-02-23,LSE Filing,USD,False,
REC00338,JNJ,Johnson & Johnson,US4781601046,Northern Trust Corp.,7.6553,113479852,Annual Report,2025-06-28,SEBI Submission,USD,False,
REC00339,UNH,UnitedHealth Group,US91324P1021,Geode Capital Management,0.9659,32139551,Exchange Notification,2025-01-31,ASX Notification,USD,False,
REC00340,PG,Procter & Gamble,US7427181091,Invesco Ltd.,5.6772,119941249,13F Filing,2024-07-01,LSE Filing,USD,False,
REC00341,AMZN,Amazon.com Inc.,US0231351067,Capital Group,4.0864,140907972,13F Filing,2025-01-21,ASX Notification,USD,False,
REC00342,PG,Procter & Gamble,US7427181091,Dimensional Fund Advisors,6.1801,296166289,Exchange Notification,2025-07-12,ASX Notification,USD,False,
REC00343,WMT,Walmart Inc.,US9311421039,State Street Corp.,4.4413,113935056,Annual Report,2024-08-22,SEC EDGAR,USD,False,
REC00344,AAPL,Apple Inc.,US0378331005,Norges Bank Investment,7.2717,66633358,Exchange Notification,2025-10-05,SEBI Submission,USD,False,
REC00345,WMT,Walmart Inc.,US9311421039,Legal & General Group,3.8138,228522119,Quarterly Report,2025-12-19,ASX Notification,USD,False,
REC00346,JNJ,Johnson & Johnson,US4781601046,Vanguard Group,3.9007,128825159,Annual Report,2024-08-27,TSX Filing,USD,False,
REC00347,META,Meta Platforms,US30303M1027,Invesco Ltd.,-3.4465,156363068,Annual Report,2025-08-11,ASX Notification,USD,True,NEGATIVE_OWNERSHIP
REC00348,MSFT,Microsoft Corp.,US5949181045,Vanguard Group,3.6777,191242031,Annual Report,2026-01-11,TSX Filing,USD,False,
REC00349,AAPL,Apple Inc.,US0378331005,Invesco Ltd.,3.5665,268816926,Quarterly Report,2025-03-04,TSX Filing,USD,False,
REC00350,JNJ,Johnson & Johnson,US4781601046,JPMorgan Asset Mgmt,3.3173,215959956,Exchange Notification,2024-05-22,SEBI Submission,USD,False,
REC00351,MSFT,Microsoft Corp.,US5949181045,T. Rowe Price,7.9464,53337957,Exchange Notification,2026-03-19,SEC EDGAR,USD,False,
REC00352,TSLA,Tesla Inc.,US88160R1014,Bank of America Corp.,5.5512,150546104,Quarterly Report,2025-07-30,LSE Filing,USD,False,
REC00353,JNJ,Johnson & Johnson,US4781601046,Goldman Sachs Group,1.6634,91068203,Annual Report,2026-02-18,TSX Filing,USD,False,
REC00354,NVDA,NVIDIA Corp.,US67066G1040,BlackRock Inc.,2.305,35675955,Annual Report,2024-12-20,ASX Notification,USD,False,
REC00355,META,Meta Platforms,US30303M1027,Vanguard Group,2.3355,23999475,Exchange Notification,2024-09-16,LSE Filing,USD,False,
REC00356,XOM,Exxon Mobil,US30231G1022,Vanguard Group,1.551,159477007,13F Filing,2024-08-08,ASX Notification,USD,False,
REC00357,XOM,Exxon Mobil,US30231G1022,Morgan Stanley,2.2768,0,Exchange Notification,2025-01-23,SEBI Submission,USD,True,ZERO_SHARES
REC00358,TSLA,Tesla Inc.,US88160R1014,Vanguard Group,4.6754,205287170,Exchange Notification,2024-06-19,TSX Filing,USD,False,
REC00359,V,Visa Inc.,US92826C8394,Dimensional Fund Advisors,0.8516,116018136,Quarterly Report,2024-10-01,SEBI Submission,USD,False,
REC00360,UNH,UnitedHealth Group,,UBS Group AG,3.5619,49203272,Quarterly Report,2025-07-19,LSE Filing,USD,True,NULL_ISIN
REC00361,TSLA,Tesla Inc.,US88160R1014,Capital Group,6.5433,251394680,Quarterly Report,1995-01-01,ASX Notification,USD,True,STALE_DATE
REC00362,V,Visa Inc.,US92826C8394,Capital Group,3.4131,58344768,Annual Report,2024-12-17,SEBI Submission,USD,False,
REC00363,MSFT,Microsoft Corp.,US5949181045,Norges Bank Investment,5.9344,41523669,Quarterly Report,2024-05-02,ASX Notification,USD,False,
REC00364,NVDA,NVIDIA Corp.,US67066G1040,Vanguard Group,103.329,81637221,Exchange Notification,2024-11-17,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00365,WMT,Walmart Inc.,US9311421039,Morgan Stanley,2.7739,139742006,Exchange Notification,2025-11-22,TSX Filing,USD,False,
REC00366,PG,Procter & Gamble,US7427181091,Geode Capital Management,5.7172,156216630,Exchange Notification,2024-09-03,SEBI Submission,USD,False,
REC00367,XOM,Exxon Mobil,US30231G1022,Invesco Ltd.,3.355,114495783,13F Filing,2025-06-28,SEBI Submission,USD,False,
REC00368,V,Visa Inc.,US92826C8394,Dimensional Fund Advisors,3.995,267544964,Quarterly Report,2025-04-29,LSE Filing,USD,False,
REC00369,JPM,JPMorgan Chase,US46625H1005,Morgan Stanley,3.6045,92036465,Exchange Notification,2026-03-06,SEBI Submission,USD,False,
REC00369,V,Visa Inc.,US92826C8394,Franklin Templeton,4.8436,60092424,Exchange Notification,2025-04-19,LSE Filing,USD,True,DUPLICATE_FILING
REC00371,BRK,Berkshire Hathaway,US0846701086,Franklin Templeton,6.7502,161789909,13F Filing,2025-07-02,TSX Filing,USD,False,
REC00372,UNH,UnitedHealth Group,US91324P1021,Dimensional Fund Advisors,3.9562,150649373,Exchange Notification,2025-10-30,ASX Notification,USD,False,
REC00373,JNJ,Johnson & Johnson,US4781601046,T. Rowe Price,-42.986,171525094,Annual Report,2024-10-02,SEC EDGAR,USD,True,NEGATIVE_OWNERSHIP
REC00374,WMT,Walmart Inc.,US9311421039,State Street Corp.,7.5889,236052085,Annual Report,2025-01-24,LSE Filing,USD,False,
REC00375,WMT,Walmart Inc.,US9311421039,Geode Capital Management,1.0098,31664916,Quarterly Report,2025-03-05,SEC EDGAR,USD,False,
REC00376,NVDA,NVIDIA Corp.,US67066G1040,,7.3456,58125123,Annual Report,2024-09-24,ASX Notification,USD,True,MISSING_SHAREHOLDER
REC00377,BRK,Berkshire Hathaway,US0846701086,BlackRock Inc.,141.5342,195300539,13F Filing,2026-03-05,ASX Notification,USD,True,OWNERSHIP_EXCEEDS_100
REC00378,WMT,Walmart Inc.,US9311421039,UBS Group AG,6.5463,106893236,Annual Report,2024-10-02,LSE Filing,USD,False,
REC00379,AMZN,Amazon.com Inc.,US0231351067,Wellington Management,5.1484,60362390,13F Filing,2025-02-09,SEC EDGAR,USD,False,
